"institution_storing","nRecords","pRecords","RecordType","FilterType","cumFrac"
"Australian National Insect Collection",28852,0.0156638685390343,"derep","Any location",0.791602468259113
"Canadian National Collection of Insects, Arachnids and Nematodes",26589,0.0144352766042001,"derep","Any location",0.806037744863313
"Area de Conservacion Guanacaste",24137,0.0131040757980961,"derep","Any location",0.819141820661409
"Zoologisches Forschungsmuseum Alexander Koenig",20914,0.0113542959457009,"derep","Any location",0.83049611660711
"Instituto Nacional de Biodiversidad, Costa Rica",18721,0.0101637072965223,"derep","Any location",0.840659823903632
"Smithsonian Institution National Museum of Natural History",15977,0.00867397849882678,"derep","Any location",0.849333802402459
"California Academy of Sciences",12318,0.00668749246720588,"derep","Any location",0.856021294869665
"University of Helsinki",11513,0.00625045468216766,"derep","Any location",0.862271749551833
"University of Oulu",8851,0.00480524401909719,"derep","Any location",0.86707699357093
"NTNU University Museum, Department of Natural History",8699,0.00472272259881669,"derep","Any location",0.871799716169746
"Research Collection of D. H. Janzen & W. Hallwachs",7281,0.00395288461225248,"derep","Any location",0.875752600781999
"Research Collection of M. Alex Smith",7213,0.00391596713475856,"derep","Any location",0.879668567916758
"Natural History Museum, London",5893,0.00319933374811205,"derep","Any location",0.88286790166487
"Tiroler Landesmuseen",5394,0.00292842461179644,"derep","Any location",0.885796326276666
"Museum Zoologicum Bogoriense, Bogor",4720,0.00256250726134208,"derep","Any location",0.888358833538008
"Royal British Columbia Museum",4654,0.00252667559200975,"derep","Any location",0.890885509130018
"York University, Packer Collection",4571,0.00248161455330395,"derep","Any location",0.893367123683322
"University of Guelph",4553,0.00247184227984968,"derep","Any location",0.895838965963172
"Naturalis Biodiversity Centre",4270,0.00231820042498531,"derep","Any location",0.898157166388157
"Museum National d'Histoire Naturelle, Paris",3558,0.00193165271946083,"derep","Any location",0.900088819107618
"Smithsonian Institution",3553,0.00192893819905687,"derep","Any location",0.902017757306675
"Biodiversity Institute of Ontario",3548,0.0019262236786529,"derep","Any location",0.903943980985327
"Research Collection of Gunnar Brehm",3228,0.0017524943727992,"derep","Any location",0.905696475358127
"National Institute for Biotechnology and Genetic Engineering",3216,0.00174597952382969,"derep","Any location",0.907442454881956
"National Ecological Observatory Network, United States",3137,0.00170309010144706,"derep","Any location",0.909145544983403
"El Colegio de la Frontera Sur",2919,0.00158473701183422,"derep","Any location",0.910730281995238
"Stroud Water Research Center",2768,0.00150275849563451,"derep","Any location",0.912233040490872
"Research Collection of Daniel Handfield",2729,0.00148158523648359,"derep","Any location",0.913714625727356
"Institut de Biologia Evolutiva (CSIC-UPF), Butterfly Diversity and Evolution Lab",2724,0.00147887071607962,"derep","Any location",0.915193496443435
"Colorado State University",2698,0.00146475520997901,"derep","Any location",0.916658251653414
"United States Environmental Protection Agency",2601,0.00141209351414211,"derep","Any location",0.918070345167556
"Research Collection of Jean Haxaire",2519,0.0013675753795171,"derep","Any location",0.919437920547074
"University of Alaska Museum",2488,0.00135074535301252,"derep","Any location",0.920788665900086
"Chinese Academy of Sciences, Institute of Zoology",2361,0.00128179653475183,"derep","Any location",0.922070462434838
"University of Rouen, ECODIV Laboratory",2326,0.00126279489192408,"derep","Any location",0.923333257326762
"University of Oslo, Natural History Museum",2307,0.00125247971438902,"derep","Any location",0.924585737041151
"Senckenberg Deutsches Entomologisches Institut",2245,0.00121881966137987,"derep","Any location",0.925804556702531
"University of Minnesota Insect Collection",2173,0.00117973056756278,"derep","Any location",0.926984287270094
"Universite Claude Bernard Lyon 1",2157,0.0011710441022701,"derep","Any location",0.928155331372364
"Research Collection of Daniel Herbin",2075,0.00112652596764509,"derep","Any location",0.929281857340009
"Research Collection of Thierry Bouyer",2066,0.00112163983091795,"derep","Any location",0.930403497170927
"Research Collection of Beverly Mcclenaghan",2033,0.00110372399625179,"derep","Any location",0.931507221167179
"University of Maryland",1943,0.00105486262898044,"derep","Any location",0.932562083796159
"Canadian Forest Service, Pacific Forestry Centre",1858,0.00100871578211305,"derep","Any location",0.933570799578272
"Smithsonian Tropical Research Institute",1767,0.000959311510760902,"derep","Any location",0.934530111089033
"University of Utah",1747,0.000948453429145045,"derep","Any location",0.935478564518178
"El Colegio de la Frontera Sur, Unidad Chetumal",1611,0.000874618474157223,"derep","Any location",0.936353182992335
"Research Collection of Graeme V. Cocks",1592,0.000864303296622159,"derep","Any location",0.937217486288957
"Research Collection of Ron Brechlin",1572,0.000853445215006303,"derep","Any location",0.938070931503964
"BioFokus",1530,0.000830643243613005,"derep","Any location",0.938901574747577
"Museo Argentino de Ciencias Naturales, Bernardino Rivadavia",1514,0.00082195677832032,"derep","Any location",0.939723531525897
"Research Collection of Frank Meister",1501,0.000814899025270013,"derep","Any location",0.940538430551167
"Landcare Research, New Zealand Arthropod Collection",1489,0.0008083841763005,"derep","Any location",0.941346814727468
"Research Collection of J. B. Sullivan",1456,0.000790468341634337,"derep","Any location",0.942137283069102
"Chinese Academy of Sciences",1443,0.00078341058858403,"derep","Any location",0.942920693657686
"Academy of Sciences of the Czech Republic, Biology Centre",1411,0.00076603765799866,"derep","Any location",0.943686731315685
NA,1346,0.000730748892747127,"derep","Any location",0.944417480208432
"Research Collection of Robert J. Borth",1257,0.000682430429556567,"derep","Any location",0.945099910637988
"University of Manitoba, Wallis Roughley Museum of Entomology",1220,0.000662342978567233,"derep","Any location",0.945762253616556
"Museum National d'Histoire Naturelle de Paris, Provisional Research Collection",1168,0.000634111966366006,"derep","Any location",0.946396365582922
"Deutsches Zentrum fuer Marine Biodiversitaetsforschung",1123,0.00060968128273033,"derep","Any location",0.947006046865652
"CIRAD",1119,0.000607509666407159,"derep","Any location",0.947613556532059
"Research Collection of Patrick Basquin",1116,0.00060588095416478,"derep","Any location",0.948219437486224
"University of Malaya, Museum of Zoology",1042,0.000565706052186112,"derep","Any location",0.94878514353841
"Swedish Museum of Natural History",1011,0.000548876025681535,"derep","Any location",0.949334019564091
"Research Collection of Thibaud Decaens",978,0.000530960191015372,"derep","Any location",0.949864979755107
"McGuire Centre for Lepidoptera and Biodiversity",964,0.000523359533884272,"derep","Any location",0.950388339288991
"National Institute of Water and Atmospheric Research, Wellington",944,0.000512501452268416,"derep","Any location",0.950900840741259
"Agricultural Scientific Collections Unit, New South Wales",925,0.000502186274733353,"derep","Any location",0.951403027015993
"Research Collection of Jeremy deWaard",921,0.000500014658410181,"derep","Any location",0.951903041674403
"Royal Ontario Museum",915,0.000496757233925425,"derep","Any location",0.952399798908328
"Landesmuseum Kaernten",900,0.000488613672713532,"derep","Any location",0.952888412581042
"Smithsonian Tropical Research Institute, Center for Tropical Forest Science, Khao Chong, Arthropod Laboratory",892,0.00048427044006719,"derep","Any location",0.953372683021109
"Canadian Forest Service, Atlantic Forestry Centre",887,0.000481555919663226,"derep","Any location",0.953854238940772
"NEON Biorepository at ASU",884,0.000479927207420847,"derep","Any location",0.954334166148193
"Research Collection of Philippe Darge",881,0.000478298495178469,"derep","Any location",0.954812464643372
"Research Collection of Michel Laguerre",880,0.000477755591097676,"derep","Any location",0.955290220234469
"Research Collection of Carlos G. C. Mielke",876,0.000475583974774505,"derep","Any location",0.955765804209244
"Chinese Academy of Sciences, Kunming Institute of Zoology",860,0.00046689750948182,"derep","Any location",0.956232701718726
"Universidad Nacional Autonoma de Mexico",856,0.000464725893158649,"derep","Any location",0.956697427611884
"Universidad Nacional Autonoma de Mexico, Instituto de Biologia",848,0.000460382660512306,"derep","Any location",0.957157810272397
"Nagoya City University, Graduate School of Natural Sciences",832,0.000451696195219621,"derep","Any location",0.957609506467616
"Institut National de la Recherche Agronomique, Zoologie Forestiere",830,0.000450610387058035,"derep","Any location",0.958060116854674
"Universidade Federal de Sao Carlos, Sorocaba Campus",820,0.000445181346250107,"derep","Any location",0.958505298200924
"Universite du Quebec a Rimouski",819,0.000444638442169314,"derep","Any location",0.958949936643094
"Research Collection of Christoph Von Beeren",817,0.000443552634007729,"derep","Any location",0.959393489277101
"Research Collection of Carlos Prieto",802,0.000435409072795837,"derep","Any location",0.959828898349897
"Research Collection of Egbert Friedrich",802,0.000435409072795837,"derep","Any location",0.960264307422693
"Research Collection of Stefan Naumann",801,0.000434866168715044,"derep","Any location",0.960699173591408
"Research Collection of Hugo Kons, Jr.",774,0.000420207758533638,"derep","Any location",0.961119381349942
"Universite de Montpellier",762,0.000413692909564124,"derep","Any location",0.961533074259506
"Research Collection of Rodolphe Rougerie",735,0.000399034499382718,"derep","Any location",0.961932108758889
"Royal Belgian Institute of Natural Sciences",722,0.000391976746332411,"derep","Any location",0.962324085505221
"Research Collection of Alfred Haslberger",697,0.000378404144312591,"derep","Any location",0.962702489649534
"Natural History Museum of Neuchatel",694,0.000376775432070213,"derep","Any location",0.963079265081604
"Research Collection of Norbert G. Kondla",691,0.000375146719827834,"derep","Any location",0.963454411801432
"Research Collection of Crispin S. Guppy",682,0.000370260583100699,"derep","Any location",0.963824672384532
"Royal Museum for Central Africa",656,0.000356145077000086,"derep","Any location",0.964180817461533
"University of Turku, Zoological Museum",652,0.000353973460676915,"derep","Any location",0.964534790922209
"Huazhong Agricultural University",642,0.000348544419868986,"derep","Any location",0.964883335342078
"University of New Brunswick, Saint John",642,0.000348544419868986,"derep","Any location",0.965231879761947
"University of Minnesota",635,0.000344744091303437,"derep","Any location",0.965576623853251
"Universidade Estadual de Campinas",627,0.000340400858657094,"derep","Any location",0.965917024711908
"ZSM Collection of Manfred Sommerer",616,0.000334428913768373,"derep","Any location",0.966251453625676
"University of Guelph, Insect Collection",592,0.000321399215829346,"derep","Any location",0.966572852841506
"Indiana University",587,0.000318684695425382,"derep","Any location",0.966891537536931
"Natural History Museum of Los Angeles County",576,0.000312712750536661,"derep","Any location",0.967204250287468
"New South Wales Department of Primary Industries",562,0.000305112093405561,"derep","Any location",0.967509362380873
"Research Collection of Benoit Vincent",542,0.000294254011789705,"derep","Any location",0.967803616392663
"Canadian Forest Service, Laurentian Forestry Centre",536,0.000290996587304948,"derep","Any location",0.968094612979968
"Office National des Forets, Laboratoire National d'Entomologie Forestiere",534,0.000289910779143363,"derep","Any location",0.968384523759111
"University of California, San Diego",532,0.000288824970981777,"derep","Any location",0.968673348730093
"University of Bergen, Natural History Collections",530,0.000287739162820191,"derep","Any location",0.968961087892913
"Mississippi Entomological Museum",526,0.00028556754649702,"derep","Any location",0.96924665543941
"University of Alberta, Strickland Museum of Entomology",519,0.00028176721793147,"derep","Any location",0.969528422657342
"Tampere Museum of Natural History",504,0.000273623656719578,"derep","Any location",0.969802046314061
"Florida Museum of Natural History",492,0.000267108807750064,"derep","Any location",0.970069155121811
"African Butterfly Research Centre",491,0.000266565903669272,"derep","Any location",0.970335721025481
"Research Collection of Theo Gruenewald",485,0.000263308479184515,"derep","Any location",0.970599029504665
"Research Collection of Kai Berggren",476,0.000258422342457379,"derep","Any location",0.970857451847123
"Research Collection of Eric Vingerhoedt",474,0.000257336534295794,"derep","Any location",0.971114788381418
"Australian Quarantine and Inspection Service, Northern Australia Quarantine Strategy",472,0.000256250726134208,"derep","Any location",0.971371039107553
"Chinese Academy of Sciences, Kunming Institute of Botany",461,0.000250278781245487,"derep","Any location",0.971621317888798
"Flinders University",432,0.000234534562902496,"derep","Any location",0.9718558524517
"New Brunswick Museum",431,0.000233991658821703,"derep","Any location",0.972089844110522
"Research Collection of Ian Watkinson",427,0.000231820042498531,"derep","Any location",0.972321664153021
"Universite de Rouen",426,0.000231277138417739,"derep","Any location",0.972552941291438
"Museum Witt Muenchen",415,0.000225305193529018,"derep","Any location",0.972778246484967
"University of Wollongong",410,0.000222590673125054,"derep","Any location",0.973000837158093
"Museum fuer Naturkunde, Chemnitz",407,0.000220961960882675,"derep","Any location",0.973221799118975
"Institute of Biodiversity and Ecosystem Research, Sofia",404,0.000219333248640297,"derep","Any location",0.973441132367616
"Murray-Darling Freshwater Research Centre, Wondonga",404,0.000219333248640297,"derep","Any location",0.973660465616256
"Universidade de Lisboa, Museu Nacional de Historia Natural",403,0.000218790344559504,"derep","Any location",0.973879255960815
"University of Tennessee, Knoxville",400,0.000217161632317125,"derep","Any location",0.974096417593132
"Research Collection of Jonathan Witt",394,0.000213904207832369,"derep","Any location",0.974310321800965
"Carnegie Museum of Natural History",390,0.000211732591509197,"derep","Any location",0.974522054392474
"University of South Bohemia",388,0.000210646783347612,"derep","Any location",0.974732701175822
"Nanjing Agricultural University",387,0.000210103879266819,"derep","Any location",0.974942805055088
"Serengeti Wildlife Research Centre",386,0.000209560975186026,"derep","Any location",0.975152366030274
"Nankai University, College of Life Sciences",375,0.000203589030297305,"derep","Any location",0.975355955060572
"College of Charleston",360,0.000195445469085413,"derep","Any location",0.975551400529657
"Research Collection of AfriBugs",345,0.000187301907873521,"derep","Any location",0.975738702437531
"International Centre of Insect Physiology and Ecology",342,0.000185673195631142,"derep","Any location",0.975924375633162
